id;title;release_date;genre;description;budget;gross_earnings;world_wide_earnings
6104;Pete's Dragon;8/12/2016;Action, Adventure, Comedy;The adventures of an orphaned boy named Pete and his best friend Elliot, who just so happens to be a dragon.;65000000.0;76233151.0;143695338.0
6105;100 Acres of Hell;3/2/2019;Action, Horror;When ex pro wrestler Buck Severs travels to an abandoned wildlife preserve with his friends for \'Bro\'s Weekend,\' they become the targets of a deadly manhunt and Buck must find the fighter in himself before it\'s too late.;65000.0;5152.0;5152.0
6106;Annihilation;2/23/2018;Adventure, Drama, Horror;A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don\'t apply.;40000000.0;32732301.0;43070915.0
6107;The Pyramid;12/5/2014;Action, Adventure, Horror;An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.;6500000.0;2756333.0;16861137.0
6108;Atlas Shrugged: Part III;9/12/2014;Drama, Mystery, Sci-Fi;In a post-apocalyptic America, the iron fist of the totalitarian government seeks to crush one mysterious man named John Galt, who has the power and influence to change everything..;5000000.0;846704.0;846704.0
6109;Kingsman: The Secret Service;1/29/2015;Action, Adventure, Comedy;A spy organization recruits an unrefined, but promising street kid into the agency\'s ultra-competitive training program, just as a global threat emerges from a twisted tech genius.;81000000.0;128261724.0;414351546.0
6110;United Passions;6/19/2014;Drama, History, Sport;Follows the passing of the FIFA baton through three association presidents: Jules Rimet, Joao Havelange, and Sepp Blatter.;25000000.0;607.0;171511.0
6111;Furious Seven;4/3/2015;Action, Adventure, Thriller;Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.;190000000.0;353007020.0;1515047671.0
6113;Rock Dog;6/16/2017;Animation, Adventure, Comedy;When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.;60000000.0;9420546.0;23157646.0
6114;Mike and Dave Need Wedding Dates;8/10/2016;Comedy, Romance;Two hard-partying brothers place an online ad to find the perfect dates for their sister\'s Hawaiian wedding. Hoping for a wild getaway, the boys instead find themselves out-hustled by an uncontrollable duo.;33000000.0;46009673.0;77068246.0
6115;A Haunted House 2;4/18/2014;Comedy, Fantasy;Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events.;4000000.0;17329486.0;23959486.0
6118;Pitch Perfect 2;5/15/2015;Comedy, Music;After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.;29000000.0;184296230.0;287144079.0
6119;Omar;5/30/2014;Crime, Drama, Romance;A young Palestinian freedom fighter agrees to work as an informant after he\'s tricked into an admission of guilt by association in the wake of an Israeli soldier\'s killing.;2100000.0;356000.0;614444.0
6120;Tag;6/29/2018;Comedy;A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.;28000000.0;54730625.0;78130625.0
6121;Ratchet & Clank;4/28/2016;Animation, Action, Adventure;When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.;20000000.0;8821329.0;13385737.0
6122;Coherence;2/13/2015;Horror, Mystery, Sci-Fi;Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.;50000.0;102617.0;139745.0
6123;Ride Along 2;1/22/2016;Action, Comedy, Crime;As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who\'s supplying the dealers of Atlanta with product.;40000000.0;91221830.0;124605297.0
6124;As Above, So Below;8/29/2014;Horror, Mystery, Thriller;When a team of explorers ventures into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.;5000000.0;21321100.0;41898409.0
6125;Wish I Was Here;9/19/2014;Comedy, Drama;A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career.;6000000.0;3591299.0;5483299.0
6126;Magic in the Moonlight;9/19/2014;Comedy, Romance;A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.;16800000.0;10539326.0;51029361.0
6127;The Shack;6/9/2017;Drama, Fantasy;"A grieving man receives a mysterious, personal invitation to meet with God at a place called ""The Shack.""";20000000.0;57386418.0;96942115.0
6128;Nightcrawler;10/31/2014;Crime, Drama, Thriller;When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.;8500000.0;32381217.0;38697217.0
6129;Lucy;8/22/2014;Action, Sci-Fi, Thriller;A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.;40000000.0;126663600.0;458863600.0
6130;Shaun the Sheep Movie;2/6/2015;Animation, Adventure, Comedy;When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it\'s up to Shaun and the flock to return everyone safely to the green grass of home.;25000000.0;19375982.0;106209378.0
6131;Red Sparrow;3/1/2018;Action, Drama, Thriller;Ballerina Dominika Egorova is recruited to \'Sparrow School,\' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.;69000000.0;46874505.0;151572634.0
6132;Guten Tag, Ramón;8/21/2014;Drama;Ramon, a young Mexican boy, tries to cross the border for the fifth time but fails. His friend tells him about his aunt living in Germany and that she has a better life over there. Ramon then goes to Germany to find his friend\'s aunt.;4000000.0;154356.0;4624011.0
6133;Black or White;1/30/2015;Drama;A grieving widower is drawn into a custody battle over his granddaughter, whom he helped raise her entire life.;9000000.0;21571189.0;21833967.0
6134;Chef;6/25/2014;Adventure, Comedy, Drama;A head chef quits his restaurant job and buys a food truck in an effort to reclaim his creative promise, while piecing back together his estranged family.;11000000.0;31424003.0;45967935.0
6135;Macbeth;10/2/2015;Drama, History, War;Macbeth, the Thane of Glamis, receives a prophecy from a trio of witches that one day he will become King of Scotland. Consumed by ambition and spurred to action by his wife, Macbeth murders his king and takes the throne for himself.;15000000.0;1110707.0;16322067.0
6136;Yip Man 3;12/24/2015;Action, Biography, Drama;When a band of brutal gangsters led by a crooked property developer make a play to take over a local school, Master Ip is forced to take a stand.;36000000.0;2679437.0;156919433.0
6137;99 Homes;9/25/2015;Drama;A recently unemployed single father struggles to get back his foreclosed home by working for the real estate broker who is the source of his frustration.;8000000.0;1411927.0;1828232.0
6138;Manglehorn;8/7/2015;Drama;Left heartbroken by the woman he loved and lost many years ago, Manglehorn, an eccentric small-town locksmith, tries to start his life over again with the help of a new friend.;4000000.0;143101.0;459636.0
6139;Insurgent;3/19/2015;Action, Adventure, Sci-Fi;Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.;110000000.0;130179072.0;297002527.0
6140;My Old Lady;11/21/2014;Comedy, Drama, Romance;An American inherits an apartment in Paris that comes with an unexpected resident.;5000000.0;4013786.0;10606667.0
6141;Le dernier loup;2/19/2015;Adventure, Drama;During China\'s Cultural Revolution, a young urban student is sent to live with Mongolian herders, where he adopts a wolf cub.;38000000.0;210591.0;125799039.0
6144;John Wick;4/10/2015;Action, Crime, Thriller;An ex-hit-man comes out of retirement to track down the gangsters that killed his dog and took everything from him.;20000000.0;43037835.0;86013056.0
6145;R100;10/5/2013;Comedy, Drama;A man in search of joy hires a bondage club to have dominatrices surprise him at random times.;5500000.0;24956.0;24956.0
6146;The Lazarus Effect;2/27/2015;Horror, Mystery, Sci-Fi;A group of medical researchers discover a way to bring dead patients back to life.;3300000.0;25801570.0;38356892.0
6147;God's Pocket;8/8/2014;Crime, Drama;A blue collar worker tries to cover things up when his stepson is killed in a suspicious accident, but a local reporter senses that something\'s amiss.;1000000.0;169976.0;413567.0
6149;47 Meters Down;7/26/2017;Adventure, Drama, Horror;Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.;5300000.0;44307191.0;62187529.0
6150;5 Flights Up;5/8/2015;Comedy, Drama;A long-time married couple who\'ve spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.;6000000.0;1020921.0;3679847.0
6152;Ad Astra;9/18/2019;Adventure, Drama, Mystery;Astronaut Roy McBride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now, 30 years later, threatens the universe.;87500000.0;50049562.0;127037114.0
6153;La French;12/3/2014;Action, Crime, Thriller;A French police magistrate spends years trying to take down one of the country\'s most powerful drug rings.;26000000.0;190980.0;12062441.0
6154;Loin des hommes;1/14/2015;Drama, War, Western;Algeria, 1954. Two very different men thrown together by a world in turmoil are forced to flee across the Atlas mountains. Daru, the reclusive teacher, has to escort Mohamed, a villager accused of murder.;7700000.0;5336.0;1010485.0
6155;Everybody Wants Some!!;5/13/2016;Comedy;In 1980, a group of college baseball players navigate their way through the freedoms and responsibilities of unsupervised adulthood.;10000000.0;3400278.0;4644472.0
6156;A Most Violent Year;1/23/2015;Action, Crime, Drama;In New York City 1981, an ambitious immigrant fights to protect his business and family during the most dangerous year in the city\'s history.;20000000.0;5749134.0;12007070.0
6157;The Transporter Refueled;9/4/2015;Action, Thriller;In the south of France, former special-ops mercenary Frank Martin enters into a game of chess with a femme-fatale and her three sidekicks who are looking for revenge against a sinister Russian kingpin.;25000000.0;16029670.0;72629670.0
6158;Zootopia;3/18/2016;Animation, Adventure, Comedy;In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.;150000000.0;341268248.0;1023784195.0
